term;property;content;id;definition
;;Resource:Clinical Trial Solutions with PPD;http://neurolex.org/wiki/Category-3AResource-3AClinical_Trial_Solutions_with_PPD;" 
PPD is a leading global contract research organization (CRO), celebrating 25 years of providing drug discovery, development and lifecycle management services. Our clients and partners include pharmaceutical, biotechnology, medical device, academic and government organizations. 
With offices in 41 countries and more than 10,500 professionals worldwide, PPD applies innovative technologies, therapeutic expertise and a commitment to quality to help clients and partners accelerate the delivery of safe and effective therapeutics and maximize the returns on their R&D investments. 
Discovery Services: 
BioDuro, A PPD Company 
A drug discovery services company focused on integrated drug discovery programs 
Nonclinical development 
Preclinical services 
partners. 
Compound Partnering 
PPD's compound partnering business is now Furiex Pharmaceuticals, Inc., an independent, publicly traded company. 
Collaboration with Merck 
Our strategic collaboration with Merck enabled us to acquire its vaccines and biologics infrastructure, broaden our therapeutic expertise and expand our existing relationship. 
Alliance with WHISCON 
We have expanded our post-approval safety expertise and risk management through an alliance with World Health Information Science Consultants. 
Partnership with PUL 
To meet growing client demand in Southeast Asia, we partnered with Peking Union Lawke Biomedical Development Limited (PUL) to establish our central lab services in China. 
Our e-Newsletter is your source for what is happening at PPD and in the CRO industry."
;;Resource:Clinical Trial Solutions with PPD;http://neurolex.org/wiki/Nif-2D0000-2D30386;" 
PPD is a leading global contract research organization (CRO), celebrating 25 years of providing drug discovery, development and lifecycle management services. Our clients and partners include pharmaceutical, biotechnology, medical device, academic and government organizations. 
With offices in 41 countries and more than 10,500 professionals worldwide, PPD applies innovative technologies, therapeutic expertise and a commitment to quality to help clients and partners accelerate the delivery of safe and effective therapeutics and maximize the returns on their R&D investments. 
Discovery Services: 
BioDuro, A PPD Company 
A drug discovery services company focused on integrated drug discovery programs 
Nonclinical development 
Preclinical services 
partners. 
Compound Partnering 
PPD's compound partnering business is now Furiex Pharmaceuticals, Inc., an independent, publicly traded company. 
Collaboration with Merck 
Our strategic collaboration with Merck enabled us to acquire its vaccines and biologics infrastructure, broaden our therapeutic expertise and expand our existing relationship. 
Alliance with WHISCON 
We have expanded our post-approval safety expertise and risk management through an alliance with World Health Information Science Consultants. 
Partnership with PUL 
To meet growing client demand in Southeast Asia, we partnered with Peking Union Lawke Biomedical Development Limited (PUL) to establish our central lab services in China. 
Our e-Newsletter is your source for what is happening at PPD and in the CRO industry."
;;Resource:BioSell Solutions;http://neurolex.org/wiki/Nlx_152310;
;OBI_related;single-nucleotide-resolution nucleic acid structure mapping assay;http://purl.obolibrary.org/obo/OBI_0000870;is an assay which aims to provide information about the secondary structure of nucleic acids using chemical or enzymatic probing to establish the extent of base-pairing or solvent accessiblity.
;;flow high resolution probe;http://purl.obolibrary.org/obo/OBI_0000527;Hyphenated analytical techniques combining mass spectrometry and chromatography are well-established laboratory tools. The combination of chromatography and NMR has also made its way into the analytical laboratory. Further developments even combine all three techniques into an LC-NMR/NMR-MS system. The use of solid phase extraction provides an efficient interface between chromatography and NMR with demands for special type of flow probes.
;;high resolution probe with automatic tuning and matching;http://purl.obolibrary.org/obo/OBI_0000616;The Automatic Tuning and Matching (ATM) option for AVANCE spectrometers is available for double resonance probes in fixed-frequency and broadband tunable configurations with either direct or indirect detection. Thus, for multinuclear operation, as often required for applications in inorganic chemistry, ATM facilitates the accurate setting of 90 degree pulse widths on both observe and decoupling channels for each chosen nucleus and each individual sample - even with full automation. Triple resonance probes in fixed-frequency configurations, as typically used for inverse detection with high-field systems.
;;high resolution magic angle spin probe;http://purl.obolibrary.org/obo/OBI_0000607;Samples that are neither solid nor liquid, being of biological, chemical, or pharmaceutical interest, reveal highly resolved spectra when magic angle spinning is applied. The correct solution is a gradient, such that the field varies along the spinner axis. This so-called Magic Angle Gradient is employed in Brukers high resolution Magic Angle Spinning (hr-MAS) probes, and is implemented in such a way that it is compatible with the stator and does not interfere with the sample eject or insert. Bruker BioSpin has developed a series of dedicated probes for standard bore magnets to accommodate the rapidly expanding field of hr-MAS. These probes are available in double (e.g. 1H and 13C) and triple resonance (e.g. 1H, 13C, 15N) modes and come equipped with a deuterium lock channel. The probes have automatic sample ejection and insertion capability, with the availability of an optional sample changer, enabling fully automated sample runs. Probes can be equipped with an optional B0 gradient, directed along the magic angle, so that gradient spectroscopy can be done used.
;;rapid resolution column;http://purl.obolibrary.org/obo/OBI_0000493;A rapid resolution column is a chromatography column as marketed by Agilent, which is used with a rapid resolution cartridge to ensure a fast chromatography process with good separation resolution.
;;chemical solution;http://purl.obolibrary.org/obo/OBI_0302729;A material entity  that is made up of at least 2 scattered molecular aggregates, one playing the role of solvent and the other one playing the role of solute.
;;single-nucleotide-resolution nucleic acid structure mapping assay using chemical probing;http://purl.obolibrary.org/obo/OBI_0001017;a single-nucleotide-resolution nucleic acid structure mapping assay which relies on small chemical compounds acting as chemical probes  in order to produce measurement information which one interpreted provide structural information about the RNA species under study.
;;phosphate buffered saline solution;http://purl.obolibrary.org/obo/OBI_0100046;Phosphate buffered saline (abbreviated PBS) is a buffer solution commonly used in biochemistry. It is a salty solution containing sodium chloride, sodium phosphate and in some preparations potassium chloride and potassium phosphate. The buffer helps to maintain a constant pH. The concentration usually matches the human body (isotonic).
;;glucose in solution;http://purl.obolibrary.org/obo/OBI_0100086;A scattered aggregate of glucose molecules in a liquid
;;single-nucleotide-resolution nucleic acid structure mapping assay using enzymatic probing;http://purl.obolibrary.org/obo/OBI_0001014;a single-nucleotide-resolution nucleic acid structure mapping assay which relies on proteins acting as enzymatic probes  in order to produce measurement information which one interpreted provide structural information about the RNA species under study.
;;Bruker high resolution probe;http://purl.obolibrary.org/obo/OBI_0000480;BRUKER BIOSPIN's experienced Research & Development group not only delivers top-performance probes for the more common experiments, but also a wealth of special probes for almost any application. For high resolution (HR) NMR we offer probes with a variety of important characteristics and features.
;;creating a mixture of molecules in solution;http://purl.obolibrary.org/obo/OBI_0000685;is a process with the objective to prepare a liquid solution of one or more chemicals at desired concentrations.
;;individual-nucleotide resolution cross-linking and immunoprecipitation sequencing assay;http://purl.obolibrary.org/obo/OBI_0002043;A cross-linking immunoprecipitation high-throughput sequencing assay to identify protein-RNA interactions by using UV light to covalently bind proteins and RNA molecules, allowing for a very stringent purification of the linked protein-RNA complexes.
;ERO_related;flow high resolution probe;http://purl.obolibrary.org/obo/OBI_0000527;Hyphenated analytical techniques combining mass spectrometry and chromatography are well-established laboratory tools. The combination of chromatography and NMR has also made its way into the analytical laboratory. Further developments even combine all three techniques into an LC-NMR/NMR-MS system. The use of solid phase extraction provides an efficient interface between chromatography and NMR with demands for special type of flow probes.
;;high resolution probe with automatic tuning and matching;http://purl.obolibrary.org/obo/OBI_0000616;The Automatic Tuning and Matching (ATM) option for AVANCE spectrometers is available for double resonance probes in fixed-frequency and broadband tunable configurations with either direct or indirect detection. Thus, for multinuclear operation, as often required for applications in inorganic chemistry, ATM facilitates the accurate setting of 90 degree pulse widths on both observe and decoupling channels for each chosen nucleus and each individual sample - even with full automation. Triple resonance probes in fixed-frequency configurations, as typically used for inverse detection with high-field systems.
